ID Race,Race,ID Year,Year,Household Income by Race,Household Income by Race Moe,Geography,ID Geography,Slug Geography
0,"Total",2023,"2023",74954,5135,"Jo Daviess County, IL","05000US17085","jo-daviess-county-il"
0,"Total",2023,"2023",65203,5953,"Johnson County, IL","05000US17087","johnson-county-il"
0,"Total",2023,"2023",100678,1878.9999999999998,"Kane County, IL","05000US17089","kane-county-il"
0,"Total",2023,"2023",68325,2842,"Kankakee County, IL","05000US17091","kankakee-county-il"
0,"Total",2023,"2023",110474,3926.0000000000005,"Kendall County, IL","05000US17093","kendall-county-il"
0,"Total",2023,"2023",53291,3808.9999999999995,"Knox County, IL","05000US17095","knox-county-il"
0,"Total",2023,"2023",108917,1556,"Lake County, IL","05000US17097","lake-county-il"
0,"Total",2023,"2023",72281,2245,"LaSalle County, IL","05000US17099","lasalle-county-il"
0,"Total",2023,"2023",53438,5743,"Lawrence County, IL","05000US17101","lawrence-county-il"
0,"Total",2023,"2023",68459,3600.9999999999995,"Lee County, IL","05000US17103","lee-county-il"
0,"Total",2023,"2023",70796,3681,"Livingston County, IL","05000US17105","livingston-county-il"
0,"Total",2023,"2023",64188,3133,"Logan County, IL","05000US17107","logan-county-il"
0,"Total",2023,"2023",50434,3371,"McDonough County, IL","05000US17109","mcdonough-county-il"
0,"Total",2023,"2023",102836,2073,"McHenry County, IL","05000US17111","mchenry-county-il"
0,"Total",2023,"2023",78329,2870,"McLean County, IL","05000US17113","mclean-county-il"
0,"Total",2023,"2023",62449,2164,"Macon County, IL","05000US17115","macon-county-il"
0,"Total",2023,"2023",68518,4261,"Macoupin County, IL","05000US17117","macoupin-county-il"
0,"Total",2023,"2023",74800,1797.9999999999998,"Madison County, IL","05000US17119","madison-county-il"
0,"Total",2023,"2023",60839,2138,"Marion County, IL","05000US17121","marion-county-il"
0,"Total",2023,"2023",69818,3580.9999999999995,"Marshall County, IL","05000US17123","marshall-county-il"
0,"Total",2023,"2023",62127,2635,"Mason County, IL","05000US17125","mason-county-il"
0,"Total",2023,"2023",62584,5759,"Massac County, IL","05000US17127","massac-county-il"
0,"Total",2023,"2023",81334,4930,"Menard County, IL","05000US17129","menard-county-il"
0,"Total",2023,"2023",71710,3328,"Mercer County, IL","05000US17131","mercer-county-il"
0,"Total",2023,"2023",101635,5124,"Monroe County, IL","05000US17133","monroe-county-il"
0,"Total",2023,"2023",61863,4570,"Montgomery County, IL","05000US17135","montgomery-county-il"
0,"Total",2023,"2023",65175,3868,"Morgan County, IL","05000US17137","morgan-county-il"
0,"Total",2023,"2023",71676,9709,"Moultrie County, IL","05000US17139","moultrie-county-il"
0,"Total",2023,"2023",79244,3185,"Ogle County, IL","05000US17141","ogle-county-il"
0,"Total",2023,"2023",64938,1963.0000000000002,"Peoria County, IL","05000US17143","peoria-county-il"
0,"Total",2023,"2023",59286,4702,"Perry County, IL","05000US17145","perry-county-il"
0,"Total",2023,"2023",87516,7301.000000000001,"Piatt County, IL","05000US17147","piatt-county-il"
0,"Total",2023,"2023",58029,3923,"Pike County, IL","05000US17149","pike-county-il"
0,"Total",2023,"2023",62500,5568,"Pope County, IL","05000US17151","pope-county-il"
0,"Total",2023,"2023",43227,4675,"Pulaski County, IL","05000US17153","pulaski-county-il"
0,"Total",2023,"2023",77526,6560,"Putnam County, IL","05000US17155","putnam-county-il"
0,"Total",2023,"2023",68870,5384,"Randolph County, IL","05000US17157","randolph-county-il"
0,"Total",2023,"2023",60404,6022,"Richland County, IL","05000US17159","richland-county-il"
0,"Total",2023,"2023",66768,2195,"Rock Island County, IL","05000US17161","rock-island-county-il"
0,"Total",2023,"2023",70178,2012.9999999999998,"St. Clair County, IL","05000US17163","st-clair-county-il"
0,"Total",2023,"2023",54945,3306,"Saline County, IL","05000US17165","saline-county-il"
0,"Total",2023,"2023",74114,1576,"Sangamon County, IL","05000US17167","sangamon-county-il"
0,"Total",2023,"2023",66059,4909,"Schuyler County, IL","05000US17169","schuyler-county-il"
0,"Total",2023,"2023",73013,6494,"Scott County, IL","05000US17171","scott-county-il"
0,"Total",2023,"2023",68457,3654,"Shelby County, IL","05000US17173","shelby-county-il"
0,"Total",2023,"2023",62284,6723,"Stark County, IL","05000US17175","stark-county-il"
0,"Total",2023,"2023",61943,3064,"Stephenson County, IL","05000US17177","stephenson-county-il"
0,"Total",2023,"2023",76704,1776,"Tazewell County, IL","05000US17179","tazewell-county-il"
0,"Total",2023,"2023",56420,4692,"Union County, IL","05000US17181","union-county-il"
0,"Total",2023,"2023",54537,1470,"Vermilion County, IL","05000US17183","vermilion-county-il"
0,"Total",2023,"2023",53650,4395,"Wabash County, IL","05000US17185","wabash-county-il"
0,"Total",2023,"2023",64650,6493,"Warren County, IL","05000US17187","warren-county-il"
0,"Total",2023,"2023",75652,4315,"Washington County, IL","05000US17189","washington-county-il"
0,"Total",2023,"2023",53107,4114,"Wayne County, IL","05000US17191","wayne-county-il"
0,"Total",2023,"2023",53097,4680,"White County, IL","05000US17193","white-county-il"
0,"Total",2023,"2023",64536,4377,"Whiteside County, IL","05000US17195","whiteside-county-il"
0,"Total",2023,"2023",107799,1286,"Will County, IL","05000US17197","will-county-il"
0,"Total",2023,"2023",65521,3734.0000000000005,"Williamson County, IL","05000US17199","williamson-county-il"
0,"Total",2023,"2023",64363,1542,"Winnebago County, IL","05000US17201","winnebago-county-il"
0,"Total",2023,"2023",85629,4904,"Woodford County, IL","05000US17203","woodford-county-il"
1,"White",2023,"2023",65489,2764,"Adams County, IL","05000US17001","adams-county-il"
1,"White",2023,"2023",51875,13290,"Alexander County, IL","05000US17003","alexander-county-il"
1,"White",2023,"2023",63708,4870,"Bond County, IL","05000US17005","bond-county-il"
1,"White",2023,"2023",84568,7603.000000000001,"Boone County, IL","05000US17007","boone-county-il"
1,"White",2023,"2023",72019,6159,"Brown County, IL","05000US17009","brown-county-il"
1,"White",2023,"2023",66113,3160,"Bureau County, IL","05000US17011","bureau-county-il"
1,"White",2023,"2023",91892,7036,"Calhoun County, IL","05000US17013","calhoun-county-il"
1,"White",2023,"2023",61440,3539,"Carroll County, IL","05000US17015","carroll-county-il"
1,"White",2023,"2023",62417,6143,"Cass County, IL","05000US17017","cass-county-il"
1,"White",2023,"2023",75487,1854.0000000000002,"Champaign County, IL","05000US17019","champaign-county-il"
1,"White",2023,"2023",59231,3623,"Christian County, IL","05000US17021","christian-county-il"
1,"White",2023,"2023",71689,6315,"Clark County, IL","05000US17023","clark-county-il"
1,"White",2023,"2023",56003,6797.999999999999,"Clay County, IL","05000US17025","clay-county-il"
1,"White",2023,"2023",82479,4352,"Clinton County, IL","05000US17027","clinton-county-il"
1,"White",2023,"2023",58590,2407,"Coles County, IL","05000US17029","coles-county-il"
1,"White",2023,"2023",99788,973,"Cook County, IL","05000US17031","cook-county-il"
1,"White",2023,"2023",67786,5548,"Crawford County, IL","05000US17033","crawford-county-il"
1,"White",2023,"2023",70078,6861,"Cumberland County, IL","05000US17035","cumberland-county-il"
1,"White",2023,"2023",75784,2833,"DeKalb County, IL","05000US17037","dekalb-county-il"
1,"White",2023,"2023",64856,7231,"De Witt County, IL","05000US17039","de-witt-county-il"
1,"White",2023,"2023",74130,2314,"Douglas County, IL","05000US17041","douglas-county-il"
1,"White",2023,"2023",115049,1779,"DuPage County, IL","05000US17043","dupage-county-il"
1,"White",2023,"2023",56865,4968,"Edgar County, IL","05000US17045","edgar-county-il"
1,"White",2023,"2023",59045,4250,"Edwards County, IL","05000US17047","edwards-county-il"
1,"White",2023,"2023",75509,4419,"Effingham County, IL","05000US17049","effingham-county-il"
1,"White",2023,"2023",55887,4950,"Fayette County, IL","05000US17051","fayette-county-il"
1,"White",2023,"2023",61106,4960,"Ford County, IL","05000US17053","ford-county-il"
1,"White",2023,"2023",54405,3578,"Franklin County, IL","05000US17055","franklin-county-il"
1,"White",2023,"2023",58911,2502,"Fulton County, IL","05000US17057","fulton-county-il"
1,"White",2023,"2023",55547,5992,"Gallatin County, IL","05000US17059","gallatin-county-il"
1,"White",2023,"2023",61136,2828,"Greene County, IL","05000US17061","greene-county-il"
1,"White",2023,"2023",93063,4922,"Grundy County, IL","05000US17063","grundy-county-il"
1,"White",2023,"2023",62561,6811,"Hamilton County, IL","05000US17065","hamilton-county-il"
1,"White",2023,"2023",66422,3168,"Hancock County, IL","05000US17067","hancock-county-il"
1,"White",2023,"2023",57371,9013,"Hardin County, IL","05000US17069","hardin-county-il"
1,"White",2023,"2023",66027,4432,"Henderson County, IL","05000US17071","henderson-county-il"
1,"White",2023,"2023",71141,3336,"Henry County, IL","05000US17073","henry-county-il"
1,"White",2023,"2023",62458,3493,"Iroquois County, IL","05000US17075","iroquois-county-il"
1,"White",2023,"2023",51609,3565.9999999999995,"Jackson County, IL","05000US17077","jackson-county-il"
1,"White",2023,"2023",71194,6558,"Jasper County, IL","05000US17079","jasper-county-il"
1,"White",2023,"2023",62371,3355,"Jefferson County, IL","05000US17081","jefferson-county-il"
1,"White",2023,"2023",80372,7288,"Jersey County, IL","05000US17083","jersey-county-il"
1,"White",2023,"2023",75857,5935,"Jo Daviess County, IL","05000US17085","jo-daviess-county-il"
1,"White",2023,"2023",65355,6333,"Johnson County, IL","05000US17087","johnson-county-il"
1,"White",2023,"2023",108132,2030.9999999999998,"Kane County, IL","05000US17089","kane-county-il"
1,"White",2023,"2023",76965,2650,"Kankakee County, IL","05000US17091","kankakee-county-il"
1,"White",2023,"2023",115105,3474.9999999999995,"Kendall County, IL","05000US17093","kendall-county-il"
1,"White",2023,"2023",56421,3598,"Knox County, IL","05000US17095","knox-county-il"
1,"White",2023,"2023",118411,1706.9999999999998,"Lake County, IL","05000US17097","lake-county-il"
1,"White",2023,"2023",72775,2332,"LaSalle County, IL","05000US17099","lasalle-county-il"
1,"White",2023,"2023",56568,7121,"Lawrence County, IL","05000US17101","lawrence-county-il"
1,"White",2023,"2023",67773,4081.9999999999995,"Lee County, IL","05000US17103","lee-county-il"
1,"White",2023,"2023",71058,4103,"Livingston County, IL","05000US17105","livingston-county-il"
1,"White",2023,"2023",64527,3278,"Logan County, IL","05000US17107","logan-county-il"
1,"White",2023,"2023",51924,3858,"McDonough County, IL","05000US17109","mcdonough-county-il"
1,"White",2023,"2023",104117,2539,"McHenry County, IL","05000US17111","mchenry-county-il"
1,"White",2023,"2023",81990,3166,"McLean County, IL","05000US17113","mclean-county-il"
1,"White",2023,"2023",69794,2208,"Macon County, IL","05000US17115","macon-county-il"
1,"White",2023,"2023",68417,4206,"Macoupin County, IL","05000US17117","macoupin-county-il"
1,"White",2023,"2023",78907,2136,"Madison County, IL","05000US17119","madison-county-il"
1,"White",2023,"2023",61209,2092,"Marion County, IL","05000US17121","marion-county-il"
1,"White",2023,"2023",69841,3876,"Marshall County, IL","05000US17123","marshall-county-il"
1,"White",2023,"2023",62750,2836,"Mason County, IL","05000US17125","mason-county-il"
1,"White",2023,"2023",64020,5180,"Massac County, IL","05000US17127","massac-county-il"
1,"White",2023,"2023",82078,5053,"Menard County, IL","05000US17129","menard-county-il"
1,"White",2023,"2023",72263,3489.9999999999995,"Mercer County, IL","05000US17131","mercer-county-il"
1,"White",2023,"2023",102090,5448,"Monroe County, IL","05000US17133","monroe-county-il"
1,"White",2023,"2023",61547,4875,"Montgomery County, IL","05000US17135","montgomery-county-il"
1,"White",2023,"2023",67831,4163,"Morgan County, IL","05000US17137","morgan-county-il"
1,"White",2023,"2023",71364,9365,"Moultrie County, IL","05000US17139","moultrie-county-il"
1,"White",2023,"2023",80252,3668.0000000000005,"Ogle County, IL","05000US17141","ogle-county-il"
1,"White",2023,"2023",70871,1834.0000000000002,"Peoria County, IL","05000US17143","peoria-county-il"
1,"White",2023,"2023",65240,7530,"Perry County, IL","05000US17145","perry-county-il"
1,"White",2023,"2023",88038,7542,"Piatt County, IL","05000US17147","piatt-county-il"
1,"White",2023,"2023",58129,3884.9999999999995,"Pike County, IL","05000US17149","pike-county-il"
1,"White",2023,"2023",63036,6359,"Pope County, IL","05000US17151","pope-county-il"
1,"White",2023,"2023",56188,7530,"Pulaski County, IL","05000US17153","pulaski-county-il"
1,"White",2023,"2023",75400,7487,"Putnam County, IL","05000US17155","putnam-county-il"
1,"White",2023,"2023",70361,4357,"Randolph County, IL","05000US17157","randolph-county-il"
1,"White",2023,"2023",60673,6003,"Richland County, IL","05000US17159","richland-county-il"
1,"White",2023,"2023",71468,2363,"Rock Island County, IL","05000US17161","rock-island-county-il"
1,"White",2023,"2023",81060,2677,"St. Clair County, IL","05000US17163","st-clair-county-il"
1,"White",2023,"2023",58007,3954,"Saline County, IL","05000US17165","saline-county-il"
1,"White",2023,"2023",79968,2563,"Sangamon County, IL","05000US17167","sangamon-county-il"
1,"White",2023,"2023",65923,5305,"Schuyler County, IL","05000US17169","schuyler-county-il"
1,"White",2023,"2023",73205,6620,"Scott County, IL","05000US17171","scott-county-il"
1,"White",2023,"2023",68644,3374.0000000000005,"Shelby County, IL","05000US17173","shelby-county-il"
1,"White",2023,"2023",63663,7330,"Stark County, IL","05000US17175","stark-county-il"
1,"White",2023,"2023",66609,2809,"Stephenson County, IL","05000US17177","stephenson-county-il"
1,"White",2023,"2023",77314,1888.9999999999998,"Tazewell County, IL","05000US17179","tazewell-county-il"
1,"White",2023,"2023",56096,4609,"Union County, IL","05000US17181","union-county-il"
1,"White",2023,"2023",58653,2219,"Vermilion County, IL","05000US17183","vermilion-county-il"
1,"White",2023,"2023",54513,5952,"Wabash County, IL","05000US17185","wabash-county-il"
1,"White",2023,"2023",65164,6763.000000000001,"Warren County, IL","05000US17187","warren-county-il"
1,"White",2023,"2023",76011,4607,"Washington County, IL","05000US17189","washington-county-il"
1,"White",2023,"2023",53314,4219,"Wayne County, IL","05000US17191","wayne-county-il"
1,"White",2023,"2023",53445,4935,"White County, IL","05000US17193","white-county-il"
1,"White",2023,"2023",67457,3529.9999999999995,"Whiteside County, IL","05000US17195","whiteside-county-il"
1,"White",2023,"2023",113991,1239,"Will County, IL","05000US17197","will-county-il"
1,"White",2023,"2023",66947,3742.9999999999995,"Williamson County, IL","05000US17199","williamson-county-il"
1,"White",2023,"2023",70511,1878,"Winnebago County, IL","05000US17201","winnebago-county-il"
1,"White",2023,"2023",85472,5046,"Woodford County, IL","05000US17203","woodford-county-il"
2,"Black",2023,"2023",34520,6299,"Adams County, IL","05000US17001","adams-county-il"
2,"Black",2023,"2023",37632,11292,"Alexander County, IL","05000US17003","alexander-county-il"
2,"Black",2023,"2023",6393,282,"Bond County, IL","05000US17005","bond-county-il"
2,"Black",2023,"2023",109643,60303,"Boone County, IL","05000US17007","boone-county-il"
2,"Black",2023,"2023",96250,65331,"Carroll County, IL","05000US17015","carroll-county-il"
2,"Black",2023,"2023",78550,6525,"Cass County, IL","05000US17017","cass-county-il"
2,"Black",2023,"2023",41278,4712,"Champaign County, IL","05000US17019","champaign-county-il"
2,"Black",2023,"2023",33194,12329,"Coles County, IL","05000US17029","coles-county-il"
2,"Black",2023,"2023",49888,1056,"Cook County, IL","05000US17031","cook-county-il"
2,"Black",2023,"2023",21270,4789,"DeKalb County, IL","05000US17037","dekalb-county-il"
2,"Black",2023,"2023",68842,4634,"DuPage County, IL","05000US17043","dupage-county-il"
2,"Black",2023,"2023",96250,81284,"Edgar County, IL","05000US17045","edgar-county-il"
2,"Black",2023,"2023",88333,43704,"Grundy County, IL","05000US17063","grundy-county-il"
2,"Black",2023,"2023",60375,11178,"Henry County, IL","05000US17073","henry-county-il"
2,"Black",2023,"2023",96726,26838,"Iroquois County, IL","05000US17075","iroquois-county-il"
2,"Black",2023,"2023",29163,4971,"Jackson County, IL","05000US17077","jackson-county-il"
2,"Black",2023,"2023",30234,15150,"Jefferson County, IL","05000US17081","jefferson-county-il"
2,"Black",2023,"2023",63587,26711,"Jo Daviess County, IL","05000US17085","jo-daviess-county-il"
2,"Black",2023,"2023",66036,8289,"Johnson County, IL","05000US17087","johnson-county-il"
2,"Black",2023,"2023",66998,9390,"Kane County, IL","05000US17089","kane-county-il"
2,"Black",2023,"2023",37815,6345,"Kankakee County, IL","05000US17091","kankakee-county-il"
2,"Black",2023,"2023",83403,15594.000000000002,"Kendall County, IL","05000US17093","kendall-county-il"
2,"Black",2023,"2023",22271,21964,"Knox County, IL","05000US17095","knox-county-il"
2,"Black",2023,"2023",63458,4741,"Lake County, IL","05000US17097","lake-county-il"
2,"Black",2023,"2023",49563,15859.000000000002,"LaSalle County, IL","05000US17099","lasalle-county-il"
2,"Black",2023,"2023",6403,343,"Logan County, IL","05000US17107","logan-county-il"
2,"Black",2023,"2023",39674,14737.000000000002,"McDonough County, IL","05000US17109","mcdonough-county-il"
2,"Black",2023,"2023",77589,44982,"McHenry County, IL","05000US17111","mchenry-county-il"
2,"Black",2023,"2023",32917,6071,"McLean County, IL","05000US17113","mclean-county-il"
2,"Black",2023,"2023",36462,2374,"Macon County, IL","05000US17115","macon-county-il"
2,"Black",2023,"2023",47534,5567,"Madison County, IL","05000US17119","madison-county-il"
2,"Black",2023,"2023",55833,13854,"Massac County, IL","05000US17127","massac-county-il"
2,"Black",2023,"2023",29112,8929,"Morgan County, IL","05000US17137","morgan-county-il"
2,"Black",2023,"2023",53164,51967,"Ogle County, IL","05000US17141","ogle-county-il"
2,"Black",2023,"2023",33934,4479,"Peoria County, IL","05000US17143","peoria-county-il"
2,"Black",2023,"2023",40739,27806,"Perry County, IL","05000US17145","perry-county-il"
2,"Black",2023,"2023",28245,5151,"Pulaski County, IL","05000US17153","pulaski-county-il"
2,"Black",2023,"2023",53667,511.00000000000006,"Richland County, IL","05000US17159","richland-county-il"
2,"Black",2023,"2023",37087,4770,"Rock Island County, IL","05000US17161","rock-island-county-il"
2,"Black",2023,"2023",43710,3767.9999999999995,"St. Clair County, IL","05000US17163","st-clair-county-il"
2,"Black",2023,"2023",43598,27972,"Saline County, IL","05000US17165","saline-county-il"
2,"Black",2023,"2023",33087,5487,"Sangamon County, IL","05000US17167","sangamon-county-il"
2,"Black",2023,"2023",88889,68394,"Stark County, IL","05000US17175","stark-county-il"
2,"Black",2023,"2023",23966,2760,"Stephenson County, IL","05000US17177","stephenson-county-il"
2,"Black",2023,"2023",44892,23738,"Tazewell County, IL","05000US17179","tazewell-county-il"
2,"Black",2023,"2023",32214,6444,"Vermilion County, IL","05000US17183","vermilion-county-il"
2,"Black",2023,"2023",71711,30996,"Warren County, IL","05000US17187","warren-county-il"
2,"Black",2023,"2023",53340,28560,"Whiteside County, IL","05000US17195","whiteside-county-il"
2,"Black",2023,"2023",76435,3492,"Will County, IL","05000US17197","will-county-il"
2,"Black",2023,"2023",33023,11576,"Williamson County, IL","05000US17199","williamson-county-il"
2,"Black",2023,"2023",34402,2074,"Winnebago County, IL","05000US17201","winnebago-county-il"
3,"Native American",2023,"2023",39167,14228.999999999998,"Cass County, IL","05000US17017","cass-county-il"
3,"Native American",2023,"2023",53269,35282,"Champaign County, IL","05000US17019","champaign-county-il"
3,"Native American",2023,"2023",71372,6539,"Cook County, IL","05000US17031","cook-county-il"
3,"Native American",2023,"2023",11283,69,"Crawford County, IL","05000US17033","crawford-county-il"
3,"Native American",2023,"2023",85724,67706,"DeKalb County, IL","05000US17037","dekalb-county-il"
3,"Native American",2023,"2023",36250,22540,"Douglas County, IL","05000US17041","douglas-county-il"
3,"Native American",2023,"2023",96458,22170,"DuPage County, IL","05000US17043","dupage-county-il"
3,"Native American",2023,"2023",98750,31114,"Effingham County, IL","05000US17049","effingham-county-il"
3,"Native American",2023,"2023",130750,61225,"Franklin County, IL","05000US17055","franklin-county-il"
3,"Native American",2023,"2023",113333,43239,"Fulton County, IL","05000US17057","fulton-county-il"
3,"Native American",2023,"2023",250001,,"Grundy County, IL","05000US17063","grundy-county-il"
3,"Native American",2023,"2023",125966,9580,"Iroquois County, IL","05000US17075","iroquois-county-il"
3,"Native American",2023,"2023",63125,14699,"Jefferson County, IL","05000US17081","jefferson-county-il"
3,"Native American",2023,"2023",80368,8276,"Kane County, IL","05000US17089","kane-county-il"
3,"Native American",2023,"2023",96875,34678,"Kankakee County, IL","05000US17091","kankakee-county-il"
3,"Native American",2023,"2023",112159,55161,"Kendall County, IL","05000US17093","kendall-county-il"
3,"Native American",2023,"2023",83770,15738,"Lake County, IL","05000US17097","lake-county-il"
3,"Native American",2023,"2023",53500,7808,"LaSalle County, IL","05000US17099","lasalle-county-il"
3,"Native American",2023,"2023",23438,2011.0000000000002,"Lee County, IL","05000US17103","lee-county-il"
3,"Native American",2023,"2023",81500,18315,"McHenry County, IL","05000US17111","mchenry-county-il"
3,"Native American",2023,"2023",98750,82513,"Marion County, IL","05000US17121","marion-county-il"
3,"Native American",2023,"2023",60571,9588,"Ogle County, IL","05000US17141","ogle-county-il"
3,"Native American",2023,"2023",2499,,"Pope County, IL","05000US17151","pope-county-il"
3,"Native American",2023,"2023",38929,10991,"Randolph County, IL","05000US17157","randolph-county-il"
3,"Native American",2023,"2023",93598,78398,"St. Clair County, IL","05000US17163","st-clair-county-il"
3,"Native American",2023,"2023",28750,22397,"Saline County, IL","05000US17165","saline-county-il"
3,"Native American",2023,"2023",31477,5378,"Sangamon County, IL","05000US17167","sangamon-county-il"
3,"Native American",2023,"2023",21957,2049,"Shelby County, IL","05000US17173","shelby-county-il"
3,"Native American",2023,"2023",33958,3569,"Stephenson County, IL","05000US17177","stephenson-county-il"
3,"Native American",2023,"2023",75500,26571,"Union County, IL","05000US17181","union-county-il"
3,"Native American",2023,"2023",11346,244.99999999999997,"Vermilion County, IL","05000US17183","vermilion-county-il"
3,"Native American",2023,"2023",123917,88478,"Whiteside County, IL","05000US17195","whiteside-county-il"
3,"Native American",2023,"2023",66354,43253,"Will County, IL","05000US17197","will-county-il"
3,"Native American",2023,"2023",52806,46662,"Williamson County, IL","05000US17199","williamson-county-il"
3,"Native American",2023,"2023",80208,30506,"Winnebago County, IL","05000US17201","winnebago-county-il"
3,"Native American",2023,"2023",2499,,"Woodford County, IL","05000US17203","woodford-county-il"
4,"Asian",2023,"2023",81638,5928,"Adams County, IL","05000US17001","adams-county-il"
4,"Asian",2023,"2023",73426,1116,"Cass County, IL","05000US17017","cass-county-il"
4,"Asian",2023,"2023",31398,3975,"Champaign County, IL","05000US17019","champaign-county-il"
4,"Asian",2023,"2023",63897,43201,"Christian County, IL","05000US17021","christian-county-il"
4,"Asian",2023,"2023",26202,982,"Coles County, IL","05000US17029","coles-county-il"
4,"Asian",2023,"2023",102080,3473,"Cook County, IL","05000US17031","cook-county-il"
4,"Asian",2023,"2023",250001,,"Crawford County, IL","05000US17033","crawford-county-il"
4,"Asian",2023,"2023",135635,3511.0000000000005,"DuPage County, IL","05000US17043","dupage-county-il"
4,"Asian",2023,"2023",65726,28867.999999999996,"Edgar County, IL","05000US17045","edgar-county-il"
4,"Asian",2023,"2023",111797,20682,"Franklin County, IL","05000US17055","franklin-county-il"
4,"Asian",2023,"2023",43846,920,"Fulton County, IL","05000US17057","fulton-county-il"
4,"Asian",2023,"2023",148625,602,"Greene County, IL","05000US17061","greene-county-il"
4,"Asian",2023,"2023",134583,64817,"Henry County, IL","05000US17073","henry-county-il"
4,"Asian",2023,"2023",8918,327,"Iroquois County, IL","05000US17075","iroquois-county-il"
4,"Asian",2023,"2023",65536,51563,"Jackson County, IL","05000US17077","jackson-county-il"
4,"Asian",2023,"2023",86316,62926,"Jefferson County, IL","05000US17081","jefferson-county-il"
4,"Asian",2023,"2023",72361,19682,"Jo Daviess County, IL","05000US17085","jo-daviess-county-il"
4,"Asian",2023,"2023",123597,9725,"Kane County, IL","05000US17089","kane-county-il"
4,"Asian",2023,"2023",162793,33791,"Kendall County, IL","05000US17093","kendall-county-il"
4,"Asian",2023,"2023",155432,5486,"Lake County, IL","05000US17097","lake-county-il"
4,"Asian",2023,"2023",107585,38709,"LaSalle County, IL","05000US17099","lasalle-county-il"
4,"Asian",2023,"2023",250001,,"Livingston County, IL","05000US17105","livingston-county-il"
